,mean,median,min,quantile_20,quantile_25,quantile_44,quantile_60,quantile_75,quantile_88,max,std,skew,kurtosis,variation
trend_psar_up,21.677657622367516,8.263739495159879,-1.0,0.6652809446958645,0.8514466383942946,6.041533630803482,19.85738215697436,42.74675078236685,60.43263904498921,73.89108945217754,23.910707018575103,0.7807976253120754,-0.940593304763333,571.7219101281366
trend_psar_down,22.196949431629676,8.396310520102745,-1.0,0.662219460054207,0.8724234237915907,6.119505661757635,20.610251508449053,43.98737697577013,61.47151658906303,75.2779301209642,24.392008916257463,0.7655819604446318,-0.976558565374984,594.9700989707835
trend_psar_up_indicator,0.047107564830443455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21187705486973746,4.2757054568166915,16.284155849567522,0.044891886380273735
trend_psar_down_indicator,0.047107564830443455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.21187705486973746,4.27570545681669,16.284155849567522,0.044891886380273735
trend_stc,51.28559747892896,51.26588364838872,0.0,0.7946592528625456,2.6426434685594185,36.33961673302675,82.33486533516461,98.43753759335799,99.97662397144117,99.99999999999996,42.61868667306969,-0.051519562683874545,-1.7740315130137967,1816.3524537372882
momentum_rsi,52.66946883763705,52.77497297018587,9.889423885169336,43.60104815607606,45.445309259940245,51.05786419839238,55.43996311625014,60.2182515304225,65.51198906195619,100.0,10.81149669977396,-0.0891522581287319,-0.05018512902763783,116.88846088922324
momentum_stoch_rsi,0.5109560968180348,0.5172928967683128,0.0,0.1149525979615468,0.18533527161996688,0.435418454779508,0.6471913956937462,0.8430365130341974,1.0,1.0,0.3538073632529733,-0.04022053267250376,-1.3813801814026188,0.1251796502920214
momentum_stoch_rsi_k,0.5108879299250868,0.5160822406599228,0.0,0.17170273415944023,0.22311502102017683,0.4441418048500571,0.6357222411871786,0.8016475200476411,0.9241444000811079,1.0000000000000002,0.31627184744912146,-0.03689664920627825,-1.3144144302067704,0.10002788148888035
momentum_stoch_rsi_d,0.5108293704983279,0.5126567014733664,0.0,0.18815511951741948,0.23738400794969974,0.4463403568114558,0.626969309336955,0.7840674263663012,0.90290735065783,1.0000000000000004,0.3015952508320505,-0.03290858458617764,-1.2919913451935021,0.09095969532444746
momentum_tsi,5.4934462880421995,5.377965529753713,-53.69253713862394,-9.876981239117457,-6.8234946528626885,2.910243953498796,9.606442101593863,17.62028432646787,26.973911157185384,100.0,17.85567486782969,0.11735840990819942,0.24384817691482263,318.82512498564483
momentum_uo,51.87405823522851,52.01252698446402,0.0,43.61594122503569,45.290357116355864,50.58152986425283,54.43594615259253,58.63706001452982,63.34638663155752,82.02627261897872,9.715353311338834,-0.08395773929846301,-0.1718129565385218,94.38808996414245
momentum_stoch,55.48048165833375,58.689822739550756,-5.489347084129652e-13,24.137003548179106,29.999774804713983,52.4352060871569,68.7479211952929,81.81829354034369,91.68039158041093,100.00000000000084,29.52725579077795,-0.23537429604660562,-1.1875207216688486,871.8588345340299
momentum_stoch_signal,55.48301494518748,58.97003824562998,8.211304237276849e-13,26.236901932774344,31.666512441666324,52.79879858461218,68.15764368013488,79.9940586688346,88.21704584965578,100.0000000000001,27.14618529969573,-0.24417425368080736,-1.2077310936050176,736.9153763254166
momentum_wr,-44.51951834166625,-41.31017726044924,-100.00000000000055,-75.86299645182089,-70.00022519528602,-47.564793912843115,-31.252078804707097,-18.181706459656315,-8.319608419589068,8.445264144095905e-13,29.527255790777954,-0.2353742960466056,-1.1875207216688495,871.8588345340302
momentum_ao,0.061643234180438725,0.010844874744131702,-15.136396485261372,-0.13200986602319487,-0.038798442273146674,0.00431046481244978,0.03958238472634655,0.2260016196354715,0.9670041150870775,8.440073800546749,1.2103947468472855,-1.6879359569013759,22.758785850195032,1.4650554431955043
momentum_kama,21.952535382066763,8.369413798407084,0.1506506968623072,0.6768000330668272,0.8574766673515084,6.013193449462587,20.309359292644025,43.4891959429971,61.21561960467821,73.8336302356383,24.149100554359826,0.7684763001373061,-0.9715117162984277,583.179057584582
momentum_roc,0.6241839535370943,0.6688826828181146,-38.53006919758528,-2.5010128198372845,-1.819891558759207,0.10268606060485269,1.5673990110224882,3.0928303122494096,5.204532676667442,39.42764933535295,4.3773903003552945,-0.24691157650641118,5.114766743925326,19.161545841644614
momentum_ppo,-0.327001710699004,-0.8937916136459345,-28.83445687783796,-5.996854439840192,-4.97067545669405,-1.8460277909306078,0.6214886032527754,3.611671383383204,7.780295448613483,42.09078048480559,7.267397329192657,0.648712497243549,1.5502273352916087,52.81506394035656
momentum_ppo_signal,-0.3263097937135301,-0.7439304311803,-25.088245985339043,-4.6706654651531965,-3.8555543473067786,-1.3938699449091787,0.5426425254343957,2.910252422767101,6.012187278701059,24.97986256911887,5.719446380222103,0.42412972343314004,1.2194377519557258,32.71206689623572
momentum_ppo_hist,-0.0006919169854738914,-0.32980776368475007,-15.40810554269131,-3.137740874792039,-2.598767853397189,-0.8360302498685026,0.5533824510594221,2.1891078013370824,4.444476413295626,31.997051723704285,4.0101758957893425,0.7862389718037496,2.7290180390338254,16.081510715169856
others_dr,0.04728995265514019,0.0,-99.18639670259444,-0.9198486318068297,-0.7141302866192273,-0.13227616502717182,0.31774506617971526,0.8310510772076674,1.4888456415682938,17.910521539061897,1.7164194468403733,-14.808558797961805,864.0549058091342,2.9460957174918128
